Object_name,chr,lncRNA_start,lncRNA_end,Alu,Alu_strand,Alu_chr,Alu_start,Alu_end,TF_Name,TF_MA,Score,TF_strand,TF_chr,TF_start,TF_end
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0516.3,437,437,+,chr2,216077573,216077582
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1726.1,434,434,+,chr2,216077576,216077590
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1540.2,495,495,+,chr2,216077581,216077598
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0505.2,464,464,-,chr2,216077584,216077597
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0592.3,508,508,+,chr2,216077585,216077598
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0071.1,418,418,+,chr2,216077586,216077596
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0643.1,487,487,+,chr2,216077587,216077597
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0141.3,479,479,+,chr2,216077587,216077598
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1111.1,456,456,+,chr2,216077587,216077598
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0017.2,509,509,+,chr2,216077587,216077600
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0857.1,608,608,+,chr2,216077588,216077604
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1536.1,421,421,+,chr2,216077589,216077597
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0728.1,606,606,+,chr2,216077589,216077604
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0859.1,630,630,+,chr2,216077589,216077605
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0729.1,508,508,+,chr2,216077589,216077607
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1587.1,495,495,-,chr2,216077593,216077607
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA2027.1,521,521,-,chr2,216077600,216077620
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0106.3,426,426,-,chr2,216077605,216077623
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0847.3,406,406,+,chr2,216077611,216077623
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1588.1,464,464,-,chr2,216077637,216077652
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0052.4,431,431,+,chr2,216077640,216077655
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1487.2,440,440,+,chr2,216077641,216077655
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1869.1,430,430,+,chr2,216077652,216077673
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1643.1,467,467,+,chr2,216077659,216077680
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0093.3,401,401,+,chr2,216077670,216077684
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0822.1,476,476,+,chr2,216077671,216077683
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0822.1,496,496,-,chr2,216077671,216077683
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1108.2,439,439,-,chr2,216077672,216077682
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1596.1,756,756,-,chr2,216077696,216077712
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1587.1,549,549,-,chr2,216077697,216077711
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0814.2,404,404,+,chr2,216077701,216077715
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0496.3,468,468,-,chr2,216077701,216077716
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1596.1,704,704,-,chr2,216077728,216077744
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1587.1,452,452,-,chr2,216077729,216077743
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0483.1,432,432,-,chr2,216077735,216077746
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0119.1,484,484,+,chr2,216077743,216077757
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0161.2,402,402,-,chr2,216077749,216077760
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1580.1,433,433,-,chr2,216077764,216077774
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA2039.1,433,433,+,chr2,216077767,216077782
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0794.1,432,432,+,chr2,216077792,216077804
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,586,586,+,chr2,216077802,216077814
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,492,492,+,chr2,216077803,216077815
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,611,611,+,chr2,216077804,216077816
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,560,560,+,chr2,216077805,216077817
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077806,216077818
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1872.1,464,464,+,chr2,216077806,216077827
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077807,216077819
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077808,216077820
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1872.1,435,435,+,chr2,216077808,216077829
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077809,216077821
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077810,216077822
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077811,216077823
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077812,216077824
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077813,216077825
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,622,622,+,chr2,216077814,216077826
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,508,508,+,chr2,216077815,216077827
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1125.1,501,501,+,chr2,216077816,216077828
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA0032.2,402,402,+,chr2,216077818,216077829
TMEM169,2,216081866,216102783,AluSg,+,2,216077525,216077826,MA1718.1,592,592,-,chr2,216077822,216077842
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1513.1,436,436,-,chr2,216078160,216078171
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0146.2,410,410,+,chr2,216078160,216078174
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1712.1,424,424,+,chr2,216078160,216078178
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0124.2,421,421,+,chr2,216078189,216078198
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0914.1,451,451,+,chr2,216078190,216078198
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1596.1,720,720,-,chr2,216078194,216078210
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1587.1,470,470,-,chr2,216078195,216078209
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0146.2,401,401,-,chr2,216078199,216078213
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0814.2,463,463,+,chr2,216078199,216078213
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0471.2,405,405,+,chr2,216078204,216078217
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0516.3,437,437,+,chr2,216078205,216078214
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0504.1,473,473,+,chr2,216078222,216078237
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1550.1,440,440,+,chr2,216078222,216078238
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0512.2,460,460,+,chr2,216078223,216078237
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0677.1,443,443,+,chr2,216078223,216078237
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0855.1,455,455,+,chr2,216078223,216078237
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0856.1,464,464,+,chr2,216078223,216078237
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1537.1,401,401,+,chr2,216078223,216078238
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1574.1,417,417,+,chr2,216078223,216078238
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1541.1,445,445,+,chr2,216078227,216078244
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0693.3,436,436,+,chr2,216078228,216078239
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA1540.2,518,518,+,chr2,216078228,216078245
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0505.2,419,419,-,chr2,216078231,216078244
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0670.1,405,405,+,chr2,216078253,216078263
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0907.1,440,440,+,chr2,216078270,216078281
TMEM169,2,216081866,216102783,AluSz6,+,2,216078156,216078290,MA0052.4,406,406,+,chr2,216078272,216078287
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0913.2,506,506,-,chr2,216078355,216078365
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0899.1,541,541,-,chr2,216078355,216078366
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1473.1,532,532,-,chr2,216078355,216078366
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0465.2,470,470,-,chr2,216078355,216078367
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0878.3,571,571,-,chr2,216078356,216078366
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0478.1,405,405,+,chr2,216078371,216078382
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1864.1,431,431,+,chr2,216078371,216078386
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1712.1,407,407,+,chr2,216078374,216078392
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1491.2,408,408,-,chr2,216078383,216078399
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0734.3,402,402,-,chr2,216078387,216078400
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1587.1,678,678,-,chr2,216078388,216078402
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1541.1,423,423,+,chr2,216078389,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0017.2,464,464,+,chr2,216078390,216078403
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1876.1,434,434,+,chr2,216078390,216078411
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1110.2,408,408,+,chr2,216078391,216078401
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0163.1,491,491,+,chr2,216078391,216078405
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0065.2,465,465,+,chr2,216078391,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0504.1,529,529,+,chr2,216078391,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1550.1,489,489,+,chr2,216078391,216078407
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1723.1,502,502,+,chr2,216078391,216078415
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1536.1,451,451,+,chr2,216078392,216078400
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0512.2,450,450,+,chr2,216078392,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0677.1,443,443,+,chr2,216078392,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0855.1,453,453,+,chr2,216078392,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0856.1,462,462,+,chr2,216078392,216078406
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1537.1,507,507,+,chr2,216078392,216078407
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1574.1,507,507,+,chr2,216078392,216078407
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1630.2,433,433,+,chr2,216078400,216078412
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0857.1,550,550,+,chr2,216078405,216078421
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0728.1,463,463,+,chr2,216078406,216078421
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0859.1,488,488,+,chr2,216078406,216078422
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1111.1,444,444,+,chr2,216078412,216078423
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA2047.1,433,433,+,chr2,216078412,216078423
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0017.2,457,457,+,chr2,216078412,216078425
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0857.1,623,623,+,chr2,216078413,216078429
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0728.1,604,604,+,chr2,216078414,216078429
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0859.1,637,637,+,chr2,216078414,216078430
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0729.1,549,549,+,chr2,216078414,216078432
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1531.1,458,458,+,chr2,216078415,216078430
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1587.1,511,511,-,chr2,216078418,216078432
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0693.3,426,426,+,chr2,216078420,216078431
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1540.2,542,542,+,chr2,216078420,216078437
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0505.2,419,419,-,chr2,216078423,216078436
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1601.2,436,436,+,chr2,216078446,216078458
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1596.1,756,756,-,chr2,216078478,216078494
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1587.1,549,549,-,chr2,216078479,216078493
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0814.2,404,404,+,chr2,216078483,216078497
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0496.3,444,444,-,chr2,216078483,216078498
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1596.1,646,646,-,chr2,216078509,216078525
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA2032.1,408,408,-,chr2,216078510,216078520
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1573.2,459,459,-,chr2,216078510,216078524
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1587.1,603,603,-,chr2,216078510,216078524
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0038.2,431,431,-,chr2,216078532,216078544
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0466.3,419,419,-,chr2,216078538,216078550
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0466.3,420,420,+,chr2,216078538,216078550
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0837.2,427,427,+,chr2,216078538,216078550
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0837.2,428,428,-,chr2,216078538,216078550
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0838.1,441,441,-,chr2,216078539,216078549
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1580.1,433,433,-,chr2,216078545,216078555
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA2039.1,433,433,+,chr2,216078548,216078563
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA2020.1,414,414,+,chr2,216078569,216078583
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1509.1,424,424,+,chr2,216078571,216078580
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0142.1,407,407,-,chr2,216078576,216078591
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,586,586,+,chr2,216078583,216078595
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,492,492,+,chr2,216078584,216078596
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,611,611,+,chr2,216078585,216078597
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,560,560,+,chr2,216078586,216078598
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,622,622,+,chr2,216078587,216078599
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,622,622,+,chr2,216078588,216078600
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,622,622,+,chr2,216078589,216078601
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,622,622,+,chr2,216078590,216078602
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1872.1,505,505,+,chr2,216078590,216078611
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,480,480,+,chr2,216078591,216078603
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1125.1,474,474,+,chr2,216078592,216078604
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA0050.3,410,410,+,chr2,216078593,216078608
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1623.1,500,500,+,chr2,216078595,216078608
TMEM169,2,216081866,216102783,AluSg7,+,2,216078362,216078608,MA1623.1,414,414,+,chr2,216078597,216078610
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0791.1,413,413,+,chr2,216079356,216079372
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1872.1,447,447,-,chr2,216079362,216079383
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,412,412,-,chr2,216079369,216079381
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,480,480,-,chr2,216079370,216079382
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,622,622,-,chr2,216079371,216079383
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,622,622,-,chr2,216079372,216079384
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,622,622,-,chr2,216079373,216079385
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,560,560,-,chr2,216079374,216079386
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,611,611,-,chr2,216079375,216079387
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,533,533,-,chr2,216079376,216079388
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1125.1,614,614,-,chr2,216079377,216079389
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0591.1,426,426,-,chr2,216079386,216079401
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0161.2,402,402,+,chr2,216079431,216079442
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0483.1,469,469,+,chr2,216079445,216079456
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1596.1,731,731,+,chr2,216079447,216079463
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1587.1,470,470,+,chr2,216079448,216079462
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1555.1,420,420,-,chr2,216079460,216079474
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1556.1,421,421,+,chr2,216079460,216079474
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0596.1,422,422,-,chr2,216079463,216079473
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1710.1,493,493,-,chr2,216079474,216079486
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0659.3,416,416,+,chr2,216079474,216079489
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0496.3,473,473,+,chr2,216079475,216079490
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0003.4,407,407,+,chr2,216079476,216079490
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0814.2,418,418,-,chr2,216079476,216079490
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1596.1,756,756,+,chr2,216079479,216079495
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1587.1,549,549,+,chr2,216079480,216079494
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1874.1,416,416,+,chr2,216079504,216079516
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1869.1,430,430,-,chr2,216079518,216079539
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1487.2,440,440,-,chr2,216079536,216079550
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0052.4,431,431,-,chr2,216079536,216079551
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1588.1,464,464,+,chr2,216079539,216079554
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1616.1,503,503,-,chr2,216079562,216079577
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1116.1,517,517,-,chr2,216079570,216079580
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA2027.1,508,508,+,chr2,216079571,216079591
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1587.1,495,495,+,chr2,216079584,216079598
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0729.1,508,508,-,chr2,216079584,216079602
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0859.1,630,630,-,chr2,216079586,216079602
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0728.1,606,606,-,chr2,216079587,216079602
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0857.1,608,608,-,chr2,216079587,216079603
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0017.2,509,509,-,chr2,216079591,216079604
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0141.3,479,479,-,chr2,216079593,216079604
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1111.1,456,456,-,chr2,216079593,216079604
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0592.3,508,508,-,chr2,216079593,216079606
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1540.2,495,495,-,chr2,216079593,216079610
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1536.1,421,421,-,chr2,216079594,216079602
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0643.1,487,487,-,chr2,216079594,216079604
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0505.2,464,464,+,chr2,216079594,216079607
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0071.1,418,418,-,chr2,216079595,216079605
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1726.1,434,434,-,chr2,216079601,216079615
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1723.1,504,504,-,chr2,216079601,216079625
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0471.2,422,422,-,chr2,216079606,216079619
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0516.3,437,437,-,chr2,216079609,216079618
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0146.2,602,602,+,chr2,216079610,216079624
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0163.1,418,418,-,chr2,216079610,216079624
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1596.1,747,747,+,chr2,216079613,216079629
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1587.1,630,630,+,chr2,216079614,216079628
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0478.1,414,414,-,chr2,216079646,216079657
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA1650.1,459,459,-,chr2,216079654,216079666
TMEM169,2,216081866,216102783,AluSg,-,2,216079371,216079666,MA0597.2,420,420,-,chr2,216079655,216079667
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0597.2,420,420,+,chr2,216079698,216079710
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA1650.1,459,459,+,chr2,216079699,216079711
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA1720.1,403,403,-,chr2,216079718,216079734
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA1596.1,747,747,-,chr2,216079736,216079752
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA1587.1,630,630,-,chr2,216079737,216079751
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0146.2,602,602,-,chr2,216079741,216079755
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0163.1,418,418,+,chr2,216079741,216079755
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0516.3,437,437,+,chr2,216079747,216079756
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0829.2,462,462,-,chr2,216079756,216079770
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0829.2,527,527,+,chr2,216079756,216079770
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA1587.1,448,448,-,chr2,216079769,216079783
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA2039.1,464,464,-,chr2,216079772,216079787
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0072.1,490,490,-,chr2,216079788,216079802
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0497.1,509,509,+,chr2,216079814,216079829
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0052.4,595,595,+,chr2,216079815,216079830
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0660.1,487,487,+,chr2,216079816,216079828
TMEM169,2,216081866,216102783,AluSp,+,2,216079699,216080002,MA0773.1,507,507,+,chr2,216079816,216079828
