Ensembl_ID,log2FoldChange,pvalue,Object_name,chr,start,end
ENSG00000289276.1,-1.03447331139773,0.005796223650561,"lncRNA:novel transcript, sense intronic to EFHC1and PAQR8",6,52364084,52365145
ENSG00000289295.1,-1.44285051408019,0.0094755315270397,"lncRNA:novel transcript, antisense to TRMT10B",9,37776166,37777224
ENSG00000289321.1,-1.66312366828134,0.0217702166209,lncRNA:novel transcript,1,146486650,146487965
ENSG00000289380.1,-1.20078839379237,0.0007309815226277,"lncRNA:novel transcript, sense intronic to PRDM2",1,13757778,13758465
ENSG00000289419.1,1.90552784729996,0.0005482633304754,"lncRNA:novel transcript, sense intronic to BCL9",1,147608331,147610187
ENSG00000289472.1,-1.03953736495377,0.0034811653091116,"lncRNA:novel transcript, sense intronic to ZFX",X,24168659,24169609
ENSG00000289514.1,-1.28937364083002,0.025149416670068,"lncRNA:novel transcript, antisense to ANK1",8,41797777,41799176
ENSG00000289565.1,-1.00611226643552,0.0078258736243982,"lncRNA:novel transcript, antisense to ANK1",1,145917714,145926741
ENSG00000289626.1,-1.3002449264498,0.0432540478955336,"lncRNA:novel transcript, sense intronic to ZFP36L1",14,68794739,68795250
ENSG00000289627.1,-1.02647670991134,0.0379710984533789,"lncRNA:novel transcript, sense intronic to SPTBN1",2,54581577,54582580
